,Name,Line,Line_Category,Implied Probability,Fixed Odds Site
1085,LoL: tixn,4.0,Kills on Map 1,0.5512,Underdog Fantasy
1086,LoL: Robertoos,23.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1087,LoL: Orion,27.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1088,LoL: Orion,4.0,Kills on Map 1,0.5512,Underdog Fantasy
1089,LoL: Luiku,11.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1090,LoL: Luiku,1.5,Kills on Map 1,0.5512,Underdog Fantasy
1091,LoL: Joekie,15.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1092,LoL: Joekie,1.5,Kills on Map 1,0.5512,Underdog Fantasy
1093,LoL: paul227,18.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1094,LoL: paul227,3.0,Kills on Map 1,0.5512,Underdog Fantasy
1095,LoL: EastGoblin,10.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1096,LoL: Subbex,18.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1097,LoL: Subbex,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1098,LoL: Shihan,27.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1099,LoL: Shihan,4.0,Kills on Map 1,0.5512,Underdog Fantasy
1100,LoL: Zapdo,31.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1101,LoL: Zapdo,3.0,Kills on Map 1,0.5512,Underdog Fantasy
1102,LoL: Envy Carry,31.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1103,LoL: Envy Carry,5.0,Kills on Map 1,0.5512,Underdog Fantasy
1104,LoL: Pui,26.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1105,LoL: Toaster,34.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1106,LoL: Toaster,5.5,Kills on Map 1,0.5512,Underdog Fantasy
1107,LoL: Fai,20.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1108,LoL: Fai,1.5,Kills on Map 1,0.5512,Underdog Fantasy
1109,LoL: yute,17.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1110,LoL: yute,2.0,Kills on Map 1,0.5512,Underdog Fantasy
1111,LoL: Ginrais,20.2,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1112,LoL: Ginrais,3.0,Kills on Map 1,0.5512,Underdog Fantasy
1113,LoL: Ragnar,22.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1114,LoL: Ragnar,4.0,Kills on Map 1,0.5512,Underdog Fantasy
1115,LoL: Chemera,12.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1116,LoL: Myrwn,33.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1117,LoL: Myrwn,4.5,Kills on Map 1,0.5512,Underdog Fantasy
1118,LoL: noname,38.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1119,LoL: noname,4.0,Kills on Map 1,0.5512,Underdog Fantasy
1120,LoL: Random,40.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1121,LoL: Random,6.5,Kills on Map 1,0.5512,Underdog Fantasy
1122,LoL: Oscure,33.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1123,LoL: Legolas,43.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1124,LoL: Legolas,8.0,Kills on Map 1,0.5512,Underdog Fantasy
1125,LoL: Doxy,14.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1126,LoL: Doxy,2.0,Kills on Map 1,0.5512,Underdog Fantasy
1127,LoL: Rabble,15.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1128,LoL: Rabble,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1129,LoL: Nafkelah,19.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1130,LoL: Nafkelah,3.0,Kills on Map 1,0.5512,Underdog Fantasy
1131,LoL: Kadir,14.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1132,LoL: pr1me,22.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1133,LoL: pr1me,3.5,Kills on Map 1,0.5512,Underdog Fantasy
1134,LoL: Savero,24.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1135,LoL: Savero,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1136,LoL: Roison,30.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1137,LoL: Roison,3.5,Kills on Map 1,0.5512,Underdog Fantasy
1138,LoL: Czypsy,20.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1139,LoL: Neramin,29.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1140,LoL: Neramin,5.0,Kills on Map 1,0.5512,Underdog Fantasy
1141,LoL: HeSSZero,15.2,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1142,LoL: HeSSZero,2.0,Kills on Map 1,0.5512,Underdog Fantasy
1143,LoL: Jaunutis,19.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1144,LoL: Jaunutis,3.0,Kills on Map 1,0.5512,Underdog Fantasy
1145,LoL: zty,13.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1146,LoL: zty,2.0,Kills on Map 1,0.5512,Underdog Fantasy
1147,LoL: EliWood,14.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1148,LoL: juuzou,31.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1149,LoL: juuzou,3.5,Kills on Map 1,0.5512,Underdog Fantasy
1150,LoL: Elramir,35.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1151,LoL: Elramir,3.0,Kills on Map 1,0.5512,Underdog Fantasy
1152,LoL: cipher,40.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1153,LoL: cipher,6.5,Kills on Map 1,0.5512,Underdog Fantasy
1154,LoL: mishal,35.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1155,LoL: san,38.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1156,LoL: san,5.5,Kills on Map 1,0.5512,Underdog Fantasy
1157,LoL: Kerberos,11.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1158,LoL: Kerberos,2.0,Kills on Map 1,0.5512,Underdog Fantasy
1159,LoL: kudy,13.2,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1160,LoL: Wicked,11.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1161,LoL: lickmyheal,10.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1162,LoL: Jalleba,20.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1163,LoL: Jalleba,3.5,Kills on Map 1,0.5512,Underdog Fantasy
1164,LoL: Zhergoth,27.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1165,LoL: Zhergoth,4.0,Kills on Map 1,0.5512,Underdog Fantasy
1166,LoL: Julbu,30.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1167,LoL: Julbu,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1168,LoL: Erolle,31.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1169,LoL: Erolle,4.5,Kills on Map 1,0.5512,Underdog Fantasy
1170,LoL: Kingpin,25.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1171,LoL: FlickeR,36.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1172,LoL: FlickeR,6.5,Kills on Map 1,0.5512,Underdog Fantasy
1173,LoL: Dusseldrop,9.2,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1174,LoL: Niton,10.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1175,LoL: aisu,18.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1176,LoL: aisu,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1177,LoL: Baul,9.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1178,LoL: Space,13.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1179,LoL: Space,3.0,Kills on Map 1,0.5512,Underdog Fantasy
1180,LoL: ukko2000,10.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1181,LoL: UniqueCORN,16.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1182,LoL: UniqueCORN,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1183,LoL: RustySniper,16.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1184,LoL: RustySniper,3.0,Kills on Map 1,0.5512,Underdog Fantasy
1185,LoL: Shikari,30.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1186,LoL: Shikari,3.5,Kills on Map 1,0.5512,Underdog Fantasy
1187,LoL: Stefan,35.2,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1188,LoL: Stefan,3.5,Kills on Map 1,0.5512,Underdog Fantasy
1189,LoL: Vladi,36.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1190,LoL: Vladi,5.5,Kills on Map 1,0.5512,Underdog Fantasy
1191,LoL: Twiizt,32.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1192,LoL: DenVoksne,38.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1193,LoL: DenVoksne,6.0,Kills on Map 1,0.5512,Underdog Fantasy
1194,LoL: R4VEN,17.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1195,LoL: R4VEN,2.0,Kills on Map 1,0.5512,Underdog Fantasy
1196,LoL: AHaHaCiK,23.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1197,LoL: AHaHaCiK,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1198,LoL: Dajor,23.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1199,LoL: Dajor,3.0,Kills on Map 1,0.5512,Underdog Fantasy
1200,LoL: Obstinatus,19.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1201,LoL: BEAN,23.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1202,LoL: BEAN,3.5,Kills on Map 1,0.5512,Underdog Fantasy
1203,LoL: iBo,30.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1204,LoL: iBo,3.0,Kills on Map 1,0.5512,Underdog Fantasy
1205,LoL: bluerzor,34.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1206,LoL: bluerzor,3.5,Kills on Map 1,0.5512,Underdog Fantasy
1207,LoL: Zwyroo,35.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1208,LoL: Zwyroo,4.5,Kills on Map 1,0.5512,Underdog Fantasy
1209,LoL: marlon,30.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1210,LoL: Jackspektra,41.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1211,LoL: Jackspektra,7.0,Kills on Map 1,0.5512,Underdog Fantasy
1212,LoL: grzybek,11.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1213,LoL: grzybek,1.0,Kills on Map 1,0.5512,Underdog Fantasy
1214,LoL: sawyor,11.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1215,LoL: sawyor,2.0,Kills on Map 1,0.5512,Underdog Fantasy
1216,LoL: WaenA,15.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1217,LoL: WaenA,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1218,LoL: ephekles,11.2,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1219,LoL: Adison,14.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1220,LoL: Adison,2.0,Kills on Map 1,0.5512,Underdog Fantasy
1221,LoL: Color,20.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1222,LoL: Color,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1223,LoL: Ryuzaki,28.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1224,LoL: Ryuzaki,3.0,Kills on Map 1,0.5512,Underdog Fantasy
1225,LoL: SlowQ,26.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1226,LoL: SlowQ,3.5,Kills on Map 1,0.5512,Underdog Fantasy
1227,LoL: Kabbie,22.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1228,LoL: ICE,34.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1229,LoL: ICE,6.0,Kills on Map 1,0.5512,Underdog Fantasy
1230,LoL: Satorius,29.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1231,LoL: Satorius,3.0,Kills on Map 1,0.5512,Underdog Fantasy
1232,LoL: Viking,37.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1233,LoL: Viking,3.5,Kills on Map 1,0.5512,Underdog Fantasy
1234,LoL: Giyuu,40.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1235,LoL: Giyuu,6.5,Kills on Map 1,0.5512,Underdog Fantasy
1236,LoL: DeKap,33.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1237,LoL: Rin,42.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1238,LoL: Rin,7.0,Kills on Map 1,0.5512,Underdog Fantasy
1239,LoL: Murph,16.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1240,LoL: Murph,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1241,LoL: Dean,20.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1242,LoL: Dean,2.0,Kills on Map 1,0.5512,Underdog Fantasy
1243,LoL: koussay3,23.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1244,LoL: koussay3,3.0,Kills on Map 1,0.5512,Underdog Fantasy
1245,LoL: yusin,16.8,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1246,LoL: shark,20.9,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1247,LoL: shark,4.0,Kills on Map 1,0.5512,Underdog Fantasy
1248,LoL: Whip,30.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1249,LoL: Whip,4.0,Kills on Map 1,0.5512,Underdog Fantasy
1250,LoL: Brad,35.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1251,LoL: Brad,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1252,LoL: Water,34.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1253,LoL: Water,4.5,Kills on Map 1,0.5512,Underdog Fantasy
1254,LoL: Grindyzer,32.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1255,LoL: PTS,40.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1256,LoL: PTS,7.0,Kills on Map 1,0.5512,Underdog Fantasy
1257,LoL: MaiYuk,11.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1258,LoL: MaiYuk,1.5,Kills on Map 1,0.5512,Underdog Fantasy
1259,LoL: Choi,10.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1260,LoL: Choi,2.0,Kills on Map 1,0.5512,Underdog Fantasy
1261,LoL: jbdutchowns,13.5,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1262,LoL: jbdutchowns,2.0,Kills on Map 1,0.5512,Underdog Fantasy
1263,LoL: Mahonix,7.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1264,LoL: Slyv3r,13.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1265,LoL: Slyv3r,1.5,Kills on Map 1,0.5512,Underdog Fantasy
1266,LoL: Dreedy,19.1,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1267,LoL: Dreedy,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1268,LoL: memento,19.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1269,LoL: memento,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1270,LoL: ronaldo,23.6,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1271,LoL: ronaldo,3.5,Kills on Map 1,0.5512,Underdog Fantasy
1272,LoL: DuaLL,16.2,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1273,LoL: ZAMULEK,22.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1274,LoL: ZAMULEK,4.0,Kills on Map 1,0.5512,Underdog Fantasy
1275,LoL: th3antonio,26.7,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1276,LoL: th3antonio,2.5,Kills on Map 1,0.5512,Underdog Fantasy
1277,LoL: Xerxe,34.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1278,LoL: Xerxe,4.0,Kills on Map 1,0.5512,Underdog Fantasy
1279,LoL: Decay,35.3,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1280,LoL: Decay,5.5,Kills on Map 1,0.5512,Underdog Fantasy
1281,LoL: whiteinn,27.4,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1282,LoL: Attila,38.0,Fantasy Points on Map 1,0.5512,Underdog Fantasy
1283,LoL: Attila,6.0,Kills on Map 1,0.5512,Underdog Fantasy
1284,LoL: Zothve,49.7,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1285,LoL: Zothve,4.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1286,LoL: Josedeodo,60.8,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1287,LoL: Josedeodo,6.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1288,LoL: Leza,65.3,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1289,LoL: Leza,8.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1290,LoL: Mia,50.3,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1291,LoL: Mia,1.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1292,LoL: Hans SamD,69.9,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1293,LoL: Hans SamD,11.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1294,LoL: Meaning,32.9,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1295,LoL: Meaning,4.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1296,LoL: OnFleek,44.7,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1297,LoL: OnFleek,5.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1298,LoL: Snaker,49.6,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1299,LoL: Snaker,9.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1300,LoL: zo3n,51.5,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1301,LoL: zo3n,6.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1302,LoL: Solidsnake,64.2,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1303,LoL: Keine,70.5,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1304,LoL: Ackerman,61.5,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1305,LoL: Ackerman,1.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1306,LoL: 5kid,77.5,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1307,LoL: 5kid,13.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1308,LoL: Kiefer,27.0,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1309,LoL: Kiefer,4.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1310,LoL: Pancake,27.8,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1311,LoL: Pancake,4.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1312,LoL: Nothing,32.5,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1313,LoL: Nothing,5.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1314,LoL: Rahab,24.9,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1315,LoL: Rahab,3.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1316,LoL: Shmebu,20.7,Fantasy Points on Maps 1+2,0.5512,Underdog Fantasy
1317,Val: Mazino,30.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1318,Val: Mazino,31.5,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1319,Val: Tacolilla,30.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1320,Val: Tacolilla,30.5,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1321,Val: kiNgg,34.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1322,Val: kiNgg,29.5,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1323,Val: nzr,32.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1324,Val: nzr,27.0,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1325,Val: Shyy,29.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1326,Val: Shyy,28.5,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1327,Val: NagZ,23.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1328,Val: NagZ,30.0,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1329,Val: daveeyS,31.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1330,Val: daveeyS,30.0,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1331,Val: Melser,29.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1332,Val: Melser,31.0,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1333,Val: Klaus,23.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1334,Val: Klaus,32.5,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1335,Val: keznit,37.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1336,Val: keznit,33.0,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1337,Val: JiTBoyS,30.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1338,Val: JiTBoyS,28.0,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1339,Val: foxz,31.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1340,Val: foxz,27.5,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1341,Val: Patt,33.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1342,Val: Patt,28.5,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1343,Val: Crws,29.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1344,Val: Crws,28.5,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1345,Val: garnetS,34.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1346,Val: garnetS,30.0,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1347,Val: Reita,28.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1348,Val: Reita,32.0,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1349,Val: xnfri,25.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1350,Val: xnfri,31.5,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1351,Val: Anthem,28.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1352,Val: Anthem,30.5,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1353,Val: Seoldam,32.5,Kills on Map 1+2,0.5512,Underdog Fantasy
1354,Val: Seoldam,35.0,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1355,Val: takej,28.0,Kills on Map 1+2,0.5512,Underdog Fantasy
1356,Val: takej,29.5,Deaths on Maps 1+2,0.5512,Underdog Fantasy
1357,Dota: Dqq,76.7,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1358,Dota: Dqq,8.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1359,Dota: Summer,102.0,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1360,Dota: Summer,13.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1361,Dota: dolme (tax),109.5,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1362,Dota: dolme (tax),13.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1363,Dota: Gan-,98.7,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1364,Dota: Gan-,15.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1365,Dota: sj,72.0,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1366,Dota: sj,5.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1367,Dota: 鱼王,40.6,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1368,Dota: 鱼王,4.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1369,Dota: TZY,50.2,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1370,Dota: TZY,7.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1371,Dota: ButterflyEffect,71.1,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1372,Dota: ButterflyEffect,12.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1373,Dota: ponyo,53.4,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1374,Dota: ponyo,5.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1375,Dota: ukiyo,70.5,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1376,Dota: ukiyo,12.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1377,Dota: LuziFy,57.9,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1378,Dota: LuziFy,5.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1379,Dota: Teehee (Jaja),37.8,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1380,Dota: Teehee (Jaja),4.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1381,Dota: JG,61.9,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1382,Dota: JG,9.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1383,Dota: Rupido,53.8,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1384,Dota: Rupido,7.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1385,Dota: YoungGod,46.5,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1386,Dota: YoungGod,6.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1387,Dota: csj,93.2,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1388,Dota: csj,11.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1389,Dota: Sakata,109.7,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1390,Dota: Sakata,20.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1391,Dota: 圣子华炼 (心如止水),93.3,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1392,Dota: 圣子华炼 (心如止水),14.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1393,Dota: Eren,61.9,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1394,Dota: Eren,7.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1395,Dota: Small.Kk,88.6,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1396,Dota: Small.Kk,16.5,Kills in Game 1+2,0.5512,Underdog Fantasy
1397,"Dota: L'enfer, c'est les autres",75.1,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1398,"Dota: L'enfer, c'est les autres",13.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1399,Dota: RanFuDao,69.1,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1400,Dota: RanFuDao,7.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1401,Dota: Ayunid,86.3,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1402,Dota: Ayunid,13.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1403,Dota: miCKe,91.3,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1404,Dota: miCKe,16.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1405,Dota: Nisha,89.7,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1406,Dota: Nisha,14.0,Kills in Game 1+2,0.5512,Underdog Fantasy
1407,Dota: zai,84.8,Fantasy Points in Games 1+2,0.5512,Underdog Fantasy
1408,Dota: zai,9.0,Kills in Game 1+2,0.5512,Underdog Fantasy
